iid,gender,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,like_o,prob_o,met_o,dec,attr,sinc,intel,fun,amb,like,prob,met
23,0,12,12,51,0,-0.57,0,23,2,25,10,35,15,0,15,0,4,6,4,1,1,2,5,2,0,7,6,5,4,4,6,4,2
23,0,13,13,52,0,-0.13,0,21,2,15,20,15,30,5,15,0,7,7,6,6,6,5,2,2,0,6,6,5,7,5,6,5,2
23,0,9,15,54,0,0.35,0,28,2,40,20,20,20,0,0,1,6,7,7,7,9,7,5,2,0,6,7,6,6,5,6,4,2
23,0,16,16,55,0,0.1,0,23,1,20,25,25,10,10,10,0,6,9,10,8,10,7,7,2,0,6,8,7,6,7,6,5,2
24,0,11,1,40,0,-0.31,0,25,4,25,20,25,20,10,0,0,5,10,9,9,8,2,3,2,0,5,6,7,7,7,6,3,2
24,0,1,8,47,0,0.04,1,30,2,20,20,25,25,5,5,1,6,6,6,5,6,6,6,2,0,5,7,7,7,7,7,7,2
24,0,2,12,51,0,-0.07,1,23,2,25,10,35,15,0,15,1,7,5,7,6,6,6,2,2,0,6,6,8,7,8,7,7,2
25,0,13,1,40,0,-0.12,0,25,4,25,20,25,20,10,0,0,8,10,9,9,8,3,1,2,0,7,8,9,6,8,6,4,2
25,0,15,3,42,0,0.58,0,23,4,20,25,20,15,10,10,1,8,9,7,7,5,8,6,2,0,6,7,8,7,9,7,5,2
25,0,2,4,43,0,-0.2,1,24,2,25,35,30,10,0,0,1,8,5,6,6,5,6,1,2,0,4,5,10,4,10,4,5,2
25,0,6,5,44,0,-0.29,1,24,2,25,15,25,25,15,15,1,7,6,6,7,5,7,6,2,0,6,7,9,7,9,5,4,2
25,0,9,6,45,0,-0.01,1,28,2,25,15,25,15,0,20,1,7,6,6,7,6,7,7,2,0,6,8,7,5,8,7,5,2
25,0,12,7,46,0,-0.24,1,26,2,20,35,20,10,10,5,1,10,8,7,8,7,9.5,6,1,0,7,8,8,6,10,8,7,2
25,0,3,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,6,7,5,5,5,6,5,2,0,3,8,9,8,10,8,4,2
25,0,10,10,49,0,0.06,0,25,4,20,20,20,20,5,15,1,9,8,7,8,6,8,4,2,0,8,8,9,8,9,9,8,2
25,0,4,12,51,0,0.11,1,23,2,25,10,35,15,0,15,0,6,4,7,6,2,3,3,2,0,6,5,8,7,10,6,7,2
25,0,5,13,52,0,0.28,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,7,3,2,0,5,4,7,5,9,5,4,2
25,0,16,14,53,0,0.11,1,28,2,40,15,20,10,5,10,1,9,8,8,8,8,8,8,2,0,7,8,9,7,8,7,7,2
25,0,1,15,54,0,-0.15,1,28,2,40,20,20,20,0,0,1,8,9,9,9,7,7,5,2,0,5,8,8,6,9,6,7,2
25,0,8,16,55,0,0.53,0,23,1,20,25,25,10,10,10,1,8,9,8,10,9,9,6,2,0,7,7,7,8,8,7,5,2
26,0,14,1,40,0,-0.38,0,25,4,25,20,25,20,10,0,0,8,9,9,8,7,3,1,2,0,2,5,5,3,5,2,2,2
26,0,16,3,42,0,0.04,0,23,4,20,25,20,15,10,10,1,7,8,8,9,8,7,4,2,0,2,5,5,3,7,3,2,2
26,0,3,4,43,0,-0.02,1,24,2,25,35,30,10,0,0,1,6,5,7,5,5,5,4,2,0,2,6,7,1,7,2,3,2
26,0,7,5,44,0,0.46,1,24,2,25,15,25,25,15,15,1,8,7,7,8,7,9,7,2,0,3,8,7,6,6,5,4,2
26,0,10,6,45,0,-0.06,1,28,2,25,15,25,15,0,20,1,7,6,8,7,6,8,7,2,0,4,7,6,1,4,2,2,2
26,0,13,7,46,0,0.22,1,26,2,20,35,20,10,10,5,1,10,9,9,10,7,9.5,7,2,0,7,4,5,6,5,6,5,2
26,0,4,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,5,6,6,6,6,6,6,2,0,3,7,6,4,6,2,2,2
26,0,11,10,49,0,0.02,0,25,4,20,20,20,20,5,15,1,9,8,7,7,7,8,6,2,0,5,8,8,7,7,5,5,2
26,0,5,12,51,0,0.05,1,23,2,25,10,35,15,0,15,1,7,3,5,5,3,6,6,2,0,6,7,6,5,6,6,4,2
26,0,6,13,52,0,0.06,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,7,3,2,0,2,7,6,4,4,5,4,2
26,0,1,14,53,0,0.08,1,28,2,40,15,20,10,5,10,1,9,9,9,9,8,8,8,2,0,6,8,8,6,7,6,6,2
26,0,2,15,54,0,0.16,1,28,2,40,20,20,20,0,0,1,8,8,7,8,7,7,4,2,0,2,8,7,2,7,3,3,2
26,0,9,16,55,0,0.03,0,23,1,20,25,25,10,10,10,1,8,9,8,9,9,9,7,2,0,6,6,6,6,6,6,5,2
27,0,5,1,40,0,-0.13,0,25,4,25,20,25,20,10,0,0,9,8,6,8,7,5,2,2,0,2,6,6,6,6,3,3,2
27,0,7,3,42,0,-0.07,0,23,4,20,25,20,15,10,10,1,8,9,8,9,8,9,6,2,0,1,4,6,2,6,2,2,2
27,0,10,4,43,0,-0.16,0,24,2,25,35,30,10,0,0,1,7,6,5,7,3,6,2,2,0,1,6,7,6,4,2,3,1
27,0,14,5,44,0,0.44,0,24,2,25,15,25,25,15,15,1,9,7,7,7,6,7,6,2,0,1,3,4,2,2,1,4,2
27,0,1,6,45,0,-0.27,0,28,2,25,15,25,15,0,20,1,8,8,7,8,6,8,7,2,0,3,6,6,4,5,1,2,2
27,0,4,7,46,1,0.29,0,26,2,20,35,20,10,10,5,1,9,8,8,8,7,9.5,7,2,1,8,7,6,6,4,6,5,2
27,0,11,8,47,0,-0.28,0,30,2,20,20,25,25,5,5,1,7,5,6,6,4,7,6,2,0,1,4,5,4,4,3,5,2
27,0,2,10,49,0,0.13,0,25,4,20,20,20,20,5,15,1,8,8,7,7,7,7,5,2,0,4,5,4,5,6,2,3,2
27,0,12,12,51,0,0.2,0,23,2,25,10,35,15,0,15,1,8,4,4,7,5,6,2,2,0,1,2,6,1,6,2,3,2
27,0,13,13,52,0,-0.31,0,21,2,15,20,15,30,5,15,1,8,7,7,6,6,7,3,2,0,1,3,7,1,4,1,3,2
27,0,8,14,53,0,-0.07,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,8,8,2,0,6,4,8,3,8,3,3,2
27,0,9,15,54,0,-0.06,0,28,2,40,20,20,20,0,0,1,9,9,8,9,8,8,5,2,0,2,4,7,3,6,1,2,2
27,0,16,16,55,0,-0.16,0,23,1,20,25,25,10,10,10,1,9,8,9,10,9,10,7,2,0,5,6,6,4,3,4,1,2
29,0,12,3,42,0,0.1,0,23,4,20,25,20,15,10,10,0,3,8,7,5,8,4,1,2,0,6,8,7,5,5,6,3,2
29,0,3,5,44,1,-0.41,1,24,2,25,15,25,25,15,15,1,7,6,7,6,7,7,5,2,1,8,6,7,3,7,6,4,2
29,0,6,6,45,1,0.08,1,28,2,25,15,25,15,0,20,1,8,8,6,7,6,7,7,2,1,6,8,7,4,7,6,4,2
29,0,4,9,48,0,0.11,1,22,2,30,15,25,25,5,0,0,6,8,9,5,9,5,7,2,1,8,7,8,8,8,8,5,2
29,0,7,10,49,0,0.2,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,7,5,2,0,7,5,6,8,6,5,6,2
29,0,1,12,51,0,-0.05,1,23,2,25,10,35,15,0,15,0,5,8,5,3,3,6,5,2,1,6,7,7,4,6,6,5,2
29,0,2,13,52,0,0.42,1,21,2,15,20,15,30,5,15,0,5,7,6,7,5,5,4,2,1,6,8,8,5,7,8,7,2
29,0,13,14,53,0,0.06,1,28,2,40,15,20,10,5,10,0,6,8,8,7,7,7,7,2,1,9,8,8,5,7,8,5,2
29,0,5,16,55,0,0.52,0,23,1,20,25,25,10,10,10,0,6,8,8,8,9,7,8,2,1,6,8,7,6,5,6,6,2
30,0,16,1,40,0,0.19,0,25,4,25,20,25,20,10,0,0,6,6,8,7,8,2,1,2,0,3,6,6,5,6,6,5,2
30,0,2,3,42,0,0.46,0,23,4,20,25,20,15,10,10,0,4,7,7,6,6,6,2,2,0,6,7,8,7,8,8,6,2
30,0,5,4,43,0,0.21,1,24,2,25,35,30,10,0,0,0,3,4,7,3,7,3,2,2,0,4,6,6,5,7,6,5,2
30,0,9,5,44,0,-0.27,1,24,2,25,15,25,25,15,15,1,7,7,7,7,6,8,7,2,0,6,9,7,5,6,7,4,2
30,0,12,6,45,0,-0.41,1,28,2,25,15,25,15,0,20,1,6,6,6,6,6,6,6,2,0,4,5,5,2,6,4,3,2
30,0,15,7,46,0,-0.02,1,26,2,20,35,20,10,10,5,0,6,8,8,9,8,7,5,2,0,8,7,7,7,5,7,6,2
30,0,6,8,47,0,0.09,1,30,2,20,20,25,25,5,5,0,9,5,6,3,6,6,6,2,0,5,5,5,7,7,8,6,2
30,0,13,10,49,1,0.16,0,25,4,20,20,20,20,5,15,1,7,7,7,7,7,7,6,2,1,8,7,7,7,7,9,7,1
30,0,7,12,51,0,-0.27,1,23,2,25,10,35,15,0,15,0,3,5,6,2,6,4,7,2,0,5,5,5,2,4,4,4,2
30,0,8,13,52,0,0.11,1,21,2,15,20,15,30,5,15,0,6,7,7,6,6,5,4,2,0,3,7,8,6,7,7,7,2
30,0,3,14,53,0,0.16,1,28,2,40,15,20,10,5,10,0,6,8,8,7,8,7,5,2,1,7,7,8,7,9,9,6,2
30,0,4,15,54,0,0.21,1,28,2,40,20,20,20,0,0,0,6,8,8,7,8,6,5,2,0,3,5,8,4,7,6,5,2
30,0,11,16,55,1,0.49,0,23,1,20,25,25,10,10,10,1,7,9,10,10,10,8,9,2,1,7,7,8,8,7,8,5,2
31,0,9,1,40,0,-0.19,0,25,4,25,20,25,20,10,0,0,7,5,4,4,8,2,1,2,0,4,6,6,6,6,5,4,2
31,0,14,4,43,0,-0.48,1,24,2,25,35,30,10,0,0,1,6,6,6,6,5,6,2,2,0,4,5,6,5,5,5,4,2
31,0,2,5,44,0,0,1,24,2,25,15,25,25,15,15,1,9,7,7,6,7,9,7,2,0,4,6,7,5,8,5,4,2
31,0,5,6,45,0,-0.38,1,28,2,25,15,25,15,0,20,1,9,8,8,7,8,8,7,2,0,4,5,7,3,6,5,4,2
31,0,8,7,46,0,-0.34,1,26,2,20,35,20,10,10,5,1,9,6,7,6,7,8,5,2,0,9,6,7,7,6,7,4,2
31,0,15,8,47,0,-0.27,1,30,2,20,20,25,25,5,5,1,7,6,6,5,7,6,2,2,0,2,3,4,2,6,4,3,2
31,0,6,10,49,1,-0.57,0,25,4,20,20,20,20,5,15,1,9,7,8,8,9,8,4,2,1,7,8,8,6,7,7,8,2
31,0,7,11,50,1,-0.04,0,27,1,35,10,20,15,10,10,1,8,8,8,8,8,7,8,1,1,9,7,8,9,8,9,9,1
31,0,16,12,51,0,-0.35,1,23,2,25,10,35,15,0,15,1,7,7,7,4,5,6,5,2,0,4,6,5,5,5,5,4,2
31,0,1,13,52,0,0.03,1,21,2,15,20,15,30,5,15,1,8,8,8,6,7,7,2,1,0,3,8,8,5,5,6,4,1
31,0,12,14,53,0,0.4,1,28,2,40,15,20,10,5,10,1,8,8,9,8,9,8,8,2,0,7,7,7,6,6,6.5,6,2
31,0,13,15,54,0,0.26,1,28,2,40,20,20,20,0,0,1,8,8,8,8,7,7,6,2,0,4,5,6,4,5,5,5,2
31,0,4,16,55,1,-0.32,0,23,1,20,25,25,10,10,10,1,8,10,10,10,10,10,10,1,1,9,8,7,10,9,8.5,9,1
32,0,4,3,42,0,0.54,1,23,4,20,25,20,15,10,10,0,5,9,10,8,10,5,4,2,0,5,6,6,7,8,6,5,2
32,0,7,4,43,0,-0.13,0,24,2,25,35,30,10,0,0,0,5,6,7,4,4,6,1,2,0,5,7,7,6,9,5,3,2
32,0,11,5,44,0,-0.11,0,24,2,25,15,25,25,15,15,1,7,6,6,7,7,9,8,2,0,5,7,9,5,4,6,3,2
32,0,14,6,45,0,-0.19,0,28,2,25,15,25,15,0,20,1,9,8,8,8,8,7,7,2,0,8,8,9,5,9,8,5,2
32,0,8,8,47,0,0.06,0,30,2,20,20,25,25,5,5,1,5,7,7,6,5,6,4,2,0,7,9,8,7,8,6,5,2
32,0,12,9,48,0,0.52,0,22,2,30,15,25,25,5,0,0,5,6,8,5,8,4,3,2,0,7,8,7,9,6,7,2,2
32,0,15,10,49,0,0,1,25,4,20,20,20,20,5,15,1,7,7,8,7,7,6,3,2,0,6,8,9,9,6,7,5,2
32,0,9,12,51,0,-0.41,0,23,2,25,10,35,15,0,15,0,8,7,7,9,5,8,1,2,0,5,6,7,6,7,5,3,2
32,0,10,13,52,0,0.17,0,21,2,15,20,15,30,5,15,1,6,7,7,7,6,7,3,2,0,4,7,6,6,9,5,3,2
32,0,5,14,53,0,0.5,0,28,2,40,15,20,10,5,10,1,8,9,9,8,9,7,7,2,0,7,6,9,8,9,7,5,2
32,0,6,15,54,0,0.19,0,28,2,40,20,20,20,0,0,1,7,8,8,7,8,7,5,2,0,7,6,9,8,9,7,5,2
32,0,13,16,55,0,0.2,0,23,1,20,25,25,10,10,10,0,6,8,10,8,7,8,7,2,0,8,8,7,9,7,7,3,2
33,0,3,1,40,0,-0.29,0,25,4,25,20,25,20,10,0,0,6,10,10,8,5,6,1,2,1,6,8,7,10,7,8,5,2
33,0,5,3,42,0,0.77,0,23,4,20,25,20,15,10,10,0,6,10,10,8,10,6,2,2,0,6,8,6,6,6,5,3,2
33,0,8,4,43,0,0.09,1,24,2,25,35,30,10,0,0,0,4,4,7,3,6,4,3,2,1,5,7,7,5,7,6,3,2
33,0,12,5,44,0,-0.15,1,24,2,25,15,25,25,15,15,1,6,7,7,6,6,6,6,2,0,5,6,6,2,5,4,2,2
33,0,15,6,45,0,-0.41,1,28,2,25,15,25,15,0,20,0,6,5,7,5,7,6,7,2,0,6,6,7,3,7,5,2,2
33,0,2,7,46,0,-0.49,1,26,2,20,35,20,10,10,5,0,6,8,7,8,8,7,5,2,0,8,7,9,5,6,6,2,2
33,0,9,8,47,0,-0.18,1,30,2,20,20,25,25,5,5,1,5,6,7,6,6,6,6,2,0,4,5,6,7,7,6,2,2
33,0,16,10,49,0,-0.15,0,25,4,20,20,20,20,5,15,1,7,7,8,8,8,8,6,2,0,6,7,8,5,7,7,2,2
33,0,1,11,50,0,-0.46,0,27,1,35,10,20,15,10,10,0,6,8,8,8,8,7,7,2,1,7,9,7,7,10,7,3,2
33,0,10,12,51,0,0.3,1,23,2,25,10,35,15,0,15,0,6,9,8,6,5,6,6,2,0,7,5,9,1,9,3,1,2
33,0,11,13,52,0,-0.22,1,21,2,15,20,15,30,5,15,0,5,7,6,6,6,5,3,2,1,9,9,8,9,7,8,4,2
33,0,6,14,53,0,-0.24,1,28,2,40,15,20,10,5,10,0,7,9,9,7,9,7,8,2,0,8,7,5,6,7,6,3,2
33,0,7,15,54,0,-0.29,1,28,2,40,20,20,20,0,0,0,5,8,8,7,7,6,5,2,0,5,6,5,5,6,5,2,2
33,0,14,16,55,0,-0.15,0,23,1,20,25,25,10,10,10,0,6,9,9,8,8,8,7,2,0,7,7,6,6,6,5,2,2
34,0,4,1,40,0,0.01,1,25,4,25,20,25,20,10,0,0,8,7,6,8,6,5,2,2,0,4,4,5,4,4,5,6,2
34,0,6,3,42,0,0.35,1,23,4,20,25,20,15,10,10,0,6,9,7,6,6,5,6,2,0,5,4,5,6,7,5,5,2
34,0,9,4,43,0,-0.07,0,24,2,25,35,30,10,0,0,0,6,5,5,6,7,6,2,2,0,4,4,6,4,6,5,4,2
34,0,13,5,44,0,-0.24,0,24,2,25,15,25,25,15,15,1,8,7,8,7,6,8,8,2,0,4,6,5,4,5,5,4,2
34,0,16,6,45,0,-0.05,0,28,2,25,15,25,15,0,20,1,7,7,7,7,7,7,7,2,0,4,5,6,5,6,5,3,2
34,0,3,7,46,1,-0.08,0,26,2,20,35,20,10,10,5,1,7,7,7,9,8,8,6,2,1,9,8,9,7,8,8,8,2
34,0,10,8,47,0,0.12,0,30,2,20,20,25,25,5,5,1,5,6,7,7,7,6,6,2,0,3,3,5,3,5,5,4,2
34,0,14,9,48,0,0.43,0,22,2,30,15,25,25,5,0,1,7,7,7,5,5,7,3,2,0,5,4,3,3,2,4,4,2
34,0,1,10,49,1,-0.01,1,25,4,20,20,20,20,5,15,1,8,8,7,6,7,6,9,2,1,7,8,8,7,8,7,7,2
34,0,11,12,51,0,-0.19,0,23,2,25,10,35,15,0,15,0,6,6,8,2,8,6,4,2,0,3,3,4,2,2,3,3,2
34,0,12,13,52,0,0.35,0,21,2,15,20,15,30,5,15,0,6,6,6,5,5,5,3,2,0,4,4,5,4,5,4,3,2
34,0,7,14,53,0,0.24,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,8,7,2,0,5,4,6,3,7,5,4,2
35,0,1,1,40,0,-0.25,0,25,4,25,20,25,20,10,0,0,5,6,6,5,7,3,1,2,1,6,8,9,7,7,7,7,2
35,0,3,3,42,0,0.19,0,23,4,20,25,20,15,10,10,0,3,8,7,7,10,4,1,2,0,6,8,9,8,7,8,6,2
35,0,6,4,43,0,0.26,1,24,2,25,35,30,10,0,0,1,7,4,7,3,7,5,1,2,0,6,8,8,8,7,8,8,2
35,0,13,6,45,1,-0.01,1,28,2,25,15,25,15,0,20,1,8,6,7,6,7,7,7,2,1,7,8,9,7,8,8,8,2
35,0,16,7,46,1,0.01,1,26,2,20,35,20,10,10,5,1,8,8,8,6,9,8,5,2,1,8,8,9,9,8,8,8,2
35,0,7,8,47,0,-0.21,1,30,2,20,20,25,25,5,5,1,7,5,6,5,6,6,3,2,0,5,6,8,8,7,6,8,2
35,0,11,9,48,0,0.45,1,22,2,30,15,25,25,5,0,0,7,7,8,5,5,6,6,2,1,8,8,7,8,7,7,7,2
35,0,14,10,49,1,0.18,0,25,4,20,20,20,20,5,15,1,8,8,10,5,6,7,4,2,1,7,9,9,9,9,8,8,2
35,0,8,12,51,0,0.09,1,23,2,25,10,35,15,0,15,0,8,4,8,1,7,3,2,2,1,8,8,6,6,7,7,5,2
35,0,9,13,52,0,0.43,1,21,2,15,20,15,30,5,15,1,7,7,8,6,6,6,4,2,0,6,7,10,7,7,7,8,2
35,0,4,14,53,1,-0.2,1,28,2,40,15,20,10,5,10,1,8,7,8,8,8,8,6,2,1,8,8,8,8,8,8,7,2
35,0,5,15,54,0,-0.29,1,28,2,40,20,20,20,0,0,1,8,8,9,7,8,7,6,2,0,6,8,8,6,7,7,8,2
35,0,12,16,55,0,0.33,0,23,1,20,25,25,10,10,10,1,8,8,8,9,9,8,5,2,0,6,8,8,8,8,8,8,2
36,0,7,1,40,0,-0.04,0,25,4,25,20,25,20,10,0,0,5,8,9,7,8,3,2,2,0,2,5,2,3,1,2,5,2
36,0,9,3,42,0,0.29,0,23,4,20,25,20,15,10,10,0,4,7,7,5,6,4,3,2,0,2,2,4,1,5,2,3,2
36,0,12,4,43,0,0.05,1,24,2,25,35,30,10,0,0,1,6,5,5,4,5,5,4,2,0,1,1,1,1,1,1,6,2
36,0,3,6,45,0,-0.06,1,28,2,25,15,25,15,0,20,1,7,7,8,7,7,7,7,2,0,2,2,5,2,8,3,5,2
36,0,6,7,46,0,0.29,1,26,2,20,35,20,10,10,5,0,6,7,8,6,9,6,4,2,0,2,5,4,3,4,3,5,2
36,0,13,8,47,0,0.16,1,30,2,20,20,25,25,5,5,1,6,6,6,5,8,5,6,2,0,1,3,5,1,2,1,6,1
36,0,1,9,48,0,0.28,1,22,2,30,15,25,25,5,0,0,6,8,7,7,9,6,7,2,0,3,1,2,2,2,2,5,2
36,0,4,10,49,1,0,0,25,4,20,20,20,20,5,15,1,8,8,7,7,10,8,4,2,1,4,5,8,8,10,8,5,1
36,0,14,12,51,1,-0.47,1,23,2,25,10,35,15,0,15,1,5,6,8,5,5,5,4,2,1,5,2,6,2,5,5,6,2
36,0,15,13,52,0,-0.15,1,21,2,15,20,15,30,5,15,1,6,6,6,7,5,6,3,2,0,1,5,5,2,5,3,6,2
36,0,10,14,53,0,0.77,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,6,7,2,1,9,8,8,5,6,7,6,2
36,0,11,15,54,0,0.83,1,28,2,40,20,20,20,0,0,0,9,8,7,6,7,7,6,2,0,3,4,6,4,5,4,5,2
36,0,2,16,55,0,-0.12,0,23,1,20,25,25,10,10,10,1,6,9,9,8,9,7,8,2,0,5,6,8,6,8,5,5,2
37,0,12,1,40,0,0.13,0,25,4,25,20,25,20,10,0,0,4,6,8,7,6,1,1,2,0,2,4,5,4,4,3,6,2
37,0,14,3,42,0,0.07,0,23,4,20,25,20,15,10,10,0,4,8,9,6,4,4,2,2,1,4,4,6,7,5,4,5,2
37,0,1,4,43,0,-0.02,1,24,2,25,35,30,10,0,0,0,4,6,7,3,6,4,1,2,0,4,7,8,2,6,3,2,2
37,0,5,5,44,1,0.31,1,24,2,25,15,25,25,15,15,1,5,5,6,5,7,6,5,2,1,7,6,8,6,9,7,7,2
37,0,8,6,45,0,-0.01,1,28,2,25,15,25,15,0,20,1,6,7,6,6,5,7,7,2,0,6,4,7,4,5,4,3,2
37,0,11,7,46,0,0.09,1,26,2,20,35,20,10,10,5,0,6,8,9,8,9,7,4,2,1,8,5,9,7,6,6,6,2
37,0,6,9,48,0,0.57,1,22,2,30,15,25,25,5,0,0,3,6,6,5,4,4,3,2,1,8,5,6,9,4,7,6,2
37,0,9,10,49,0,-0.01,0,25,4,20,20,20,20,5,15,0,6,8,8,6,8,7,4,2,0,6,5,5,4,4,3,3,2
37,0,3,12,51,0,-0.47,1,23,2,25,10,35,15,0,15,0,2,9,9,3,7,7,8,1,1,7,4,7,7,6,6,2,1
37,0,15,14,53,0,0.46,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,7,7,2,1,7,7,7,4,7,6,4,2
37,0,16,15,54,0,0.68,1,28,2,40,20,20,20,0,0,0,6,8,7,6,8,7,5,2,0,4,3,4,2,3,3,3,2
37,0,7,16,55,0,-0.27,0,23,1,20,25,25,10,10,10,0,6,9,9,7,7,7,7,2,1,5,7,6,7,4,4,4,2
38,0,15,1,40,0,-0.15,0,25,4,25,20,25,20,10,0,0,8,9,10,9,10,3,1,2,0,2,8,10,3,10,5,1,2
38,0,1,3,42,0,0.13,0,23,4,20,25,20,15,10,10,0,6,10,9,8,10,8,5,2,0,8,8,10,7,7,8,1,2
38,0,4,4,43,0,-0.61,0,24,2,25,35,30,10,0,0,0,4,6,7,6,7,5,2,2,0,3,7,10,4,8,5,1,2
38,0,8,5,44,0,-0.16,0,24,2,25,15,25,25,15,15,1,7,6,6,7,6,7,6,2,0,5,10,7,4,5,5,1,2
38,0,11,6,45,0,-0.19,0,28,2,25,15,25,15,0,20,1,6,6,7,9,7,7,7,2,0,6,6,8,3,8,4,1,2
38,0,14,7,46,0,-0.32,0,26,2,20,35,20,10,10,5,1,8,8,8,10,8,8,5,2,0,10,6,6,9,5,6,2,2
38,0,5,8,47,0,-0.14,0,30,2,20,20,25,25,5,5,1,6,7,7,6,6,6,5,2,0,7,9,7,7,4,8,2,2
38,0,12,10,49,1,-0.36,0,25,4,20,20,20,20,5,15,1,8,7,7,8,8,8,6,2,1,9,9,9,8,5,7,2,2
38,0,6,12,51,0,-0.3,0,23,2,25,10,35,15,0,15,0,6,8,8,6,7,8,6,1,0,8,7,9,8,8,7,1,1
38,0,7,13,52,0,0.32,0,21,2,15,20,15,30,5,15,0,7,7,7,7,7,5,3,2,0,2,9,9,3,8,6,2,2
38,0,2,14,53,0,0.22,0,28,2,40,15,20,10,5,10,0,6,9,9,8,9,6,6,2,0,3,9,9,3,9,2,1,2
38,0,3,15,54,0,0.11,0,28,2,40,20,20,20,0,0,0,6,8,9,7,8,6,3,2,0,3,9,9,5,9,5,1,2
38,0,10,16,55,1,0.11,1,23,1,20,25,25,10,10,10,1,8,10,10,10,10,10,10,1,1,8,8,8,8,9,9,6,1
39,0,16,1,40,0,0.07,0,25,4,25,20,25,20,10,0,0,3,10,9,10,4,3,1,2,1,6,7,9,9,9,7,6,2
39,0,2,3,42,0,0.52,0,23,4,20,25,20,15,10,10,0,4,9,8,6,6,6,2,2,1,5,5,9,7,9,6.5,6,2
39,0,5,4,43,0,-0.23,0,24,2,25,35,30,10,0,0,0,3,7,7,7,5,6,4,2,1,7,9,8,7,6,8,7,2
39,0,9,5,44,0,-0.01,0,24,2,25,15,25,25,15,15,1,8,5,5,5,5,5,5,2,0,4,7,7,4,5,2,1,2
39,0,12,6,45,0,-0.08,0,28,2,25,15,25,15,0,20,0,5,7,5,5,6,5,7,2,0,4,5,7,1,5,5,1,2
39,0,15,7,46,0,-0.17,0,26,2,20,35,20,10,10,5,0,6,8,7,9,7,8,5,2,0,8,6,9,9,6,5,2,2
39,0,6,8,47,1,0.12,0,30,2,20,20,25,25,5,5,1,3,7,6,5,5,5,6,2,1,5,5,8,8,5,7,5,2
39,0,10,9,48,0,0.5,0,22,2,30,15,25,25,5,0,0,3,5,5,6,5,4,3,2,1,8,5,6,7,5,7,3,2
39,0,13,10,49,0,-0.32,0,25,4,20,20,20,20,5,15,0,7,8,7,8,4,7,4,2,0,5,7,7,7,9,6,3,2
39,0,7,12,51,0,-0.46,0,23,2,25,10,35,15,0,15,0,1,8,8,8,8,9,8,1,0,3,1,8,1,9,1,1,1
39,0,8,13,52,0,0.01,0,21,2,15,20,15,30,5,15,0,4,6,6,6,7,5,2,2,1,3,9,9,6,9,6,2,2
39,0,3,14,53,0,0.72,0,28,2,40,15,20,10,5,10,0,5,8,8,7,9,6,6,2,1,8,7,9,5,5,7,5,2
39,0,11,16,55,0,-0.08,0,23,1,20,25,25,10,10,10,0,5,9,10,9,10,8,9,2,0,6,7,8,10,7,7,3,2
42,1,13,2,22,0,0.44,0,27,1,20,20,20,10,10,20,0,5,6,6,5,6,3,2,2,0,3,6,8,5,5,2,1,2
42,1,9,3,23,0,0.41,1,21,4,10,20,40,10,10,10,1,6,6,7,6,6,6.5,5,2,0,6,10,9,8,9,8,8,2
42,1,18,5,25,0,0.58,0,25,2,20,20,15,15,15,15,0,6,7,8,7,9,7,5,2,1,8,9,7,7,5,8,6,2
42,1,19,6,26,0,0.04,0,23,2,20,20,20,15,15,10,0,2,5,5,3,7,3,2,2,1,7,8,8,9,8,7,4,2
42,1,10,7,27,0,-0.07,0,22,3,17,10,18,20,25,10,0,1,4,6,2,6,2,2,2,1,8,9,8,9,8,9,6,2
42,1,15,9,29,0,0.1,0,22,2,20,22,18,15,15,10,0,6,8,7,5,5,6,3,2,0,3,8,7,5,8,4,1,2
42,1,2,10,30,0,0.46,0,23,2,10,20,20,20,20,10,0,6,7,8,7,8,8,6,2,0,4,7,7,6,6,6,2,2
42,1,5,12,32,0,0.54,1,27,4,50,0,50,0,0,0,0,5,6,6,7,8,6,5,2,0,5,9,10,8,10,5,4,2
42,1,6,13,33,0,0.77,0,30,2,30,20,30,10,0,10,0,6,8,6,6,6,5,3,2,0,6,10,10,8,10,6,2,2
42,1,8,14,34,0,0.35,1,21,4,30,5,30,15,15,5,0,5,4,5,6,7,5,5,2,0,6,9,7,6,6,5,6,2
42,1,4,15,35,0,0.19,0,25,2,20,23,23,22,7,5,0,6,8,9,8,7,8,6,2,0,3,8,7,7,10,4,1,2
42,1,12,16,36,0,0.29,0,26,2,20,25,20,15,15,5,0,2,2,4,1,5,2,3,2,0,4,7,7,5,6,4,3,2
42,1,17,17,37,0,0.07,0,27,2,10,10,30,25,10,15,1,4,4,6,7,5,4,5,2,0,4,8,9,6,4,4,2,2
